COURSE NUMBER,COURSE TITLE,MINIMUM CREDITS,MAXIMUM CREDITS,GRADING METHOD,GEN_EDS FULFILLED,SECTION ID,INSTRUCTOR,TOTAL SEATS,OPEN SEATS,WAITLIST COUNT,LECTURE TIME,2ND LISTED LECTURE TIME,3RD LISTED LECTURE TIME,DISCUSSION TIME,2ND LISTED DISCUSSION TIME,LAB TIME,2ND LISTED LAB TIME,LECTURE ROOM,2ND LISTED LECTURE ROOM,3RD LISTED LECTURE ROOM,DISCUSSION ROOM,2ND LISTED DISCUSSION ROOM,LAB ROOM,2ND LISTED LAB ROOM,UNSPECIFIED TIME MESSAGE,HAS LECTURE,HAS 2ND LISTED LECTURE,HAS 3RD LISTED LECTURE,HAS DISCUSSION,HAS 2ND LISTED DISCUSSION,HAS LAB,HAS 2ND LISTED LAB,IS NORMAL,IS BLENDED (NORMAL AND ONLINE),IS ONLINE,SPECIAL RESTRICTION,PREREQUISITE,COREQUISITE,RESTRICTION,CREDIT ONLY GRANTED FOR,FORMERLY,RECOMMENDED,CROSS-LISTED WITH,DESCRIPTION
"COMM107","Oral Communication: Principles and Practices","3","3","Reg, P-F","FSOC","9915","Andrew Lowe Mohammed","19","0","1","TuTh 3:30pm-4:45pm","","","","","","","PLS 1111","","","","","","","","1","0","0","0","0","0","0","1","0","0","","","","","COMM107, COMM200, ENES143, INAG110, JOUR130 or THET285","","","","A study of and practice in oral communication, including principles of interviewing, group discussion, listening, informative briefings, and persuasive speeches."
"COMM107","Oral Communication: Principles and Practices","3","3","Reg, P-F","FSOC","9916","Neha Kamran","19","0","1","TuTh 3:30pm-4:45pm","","","","","","","HBK 1112","","","","","","","","1","0","0","0","0","0","0","1","0","0","","","","","COMM107, COMM200, ENES143, INAG110, JOUR130 or THET285","","","","A study of and practice in oral communication, including principles of interviewing, group discussion, listening, informative briefings, and persuasive speeches."
"COMM107","Oral Communication: Principles and Practices","3","3","Reg, P-F","FSOC","9917","Emma Newton","19","0","2","TuTh 5:00pm-6:15pm","","","","","","","PLS 1180","","","","","","","","1","0","0","0","0","0","0","1","0","0","","","","","COMM107, COMM200, ENES143, INAG110, JOUR130 or THET285","","","","A study of and practice in oral communication, including principles of interviewing, group discussion, listening, informative briefings, and persuasive speeches."
"COMM107","Oral Communication: Principles and Practices","3","3","Reg, P-F","FSOC","9918","Ayodeji Dapherede-Otusanya","19","0","1","TuTh 5:00pm-6:15pm","","","","","","","PLS 1184","","","","","","","","1","0","0","0","0","0","0","1","0","0","","","","","COMM107, COMM200, ENES143, INAG110, JOUR130 or THET285","","","","A study of and practice in oral communication, including principles of interviewing, group discussion, listening, informative briefings, and persuasive speeches."
"COMM107","Oral Communication: Principles and Practices","3","3","Reg, P-F","FSOC","9919","Neha Kamran","19","0","2","TuTh 5:00pm-6:15pm","","","","","","","PLS 1115","","","","","","","","1","0","0","0","0","0","0","1","0","0","","","","","COMM107, COMM200, ENES143, INAG110, JOUR130 or THET285","","","","A study of and practice in oral communication, including principles of interviewing, group discussion, listening, informative briefings, and persuasive speeches."
"COMM107","Oral Communication: Principles and Practices","3","3","Reg, P-F","FSOC","9920","Cassondra Pope","19","0","1","TuTh 12:30pm-1:45pm","","","","","","","PLS 1115","","","","","","","","1","0","0","0","0","0","0","1","0","0","","","","","COMM107, COMM200, ENES143, INAG110, JOUR130 or THET285","","","","A study of and practice in oral communication, including principles of interviewing, group discussion, listening, informative briefings, and persuasive speeches."
"COMM107","Oral Communication: Principles and Practices","3","3","Reg, P-F","FSOC","9921","Seble Solomon","19","0","1","TuTh 12:30pm-1:45pm","","","","","","","LEF 1201","","","","","","","","1","0","0","0","0","0","0","1","0","0","","","","","COMM107, COMM200, ENES143, INAG110, JOUR130 or THET285","","","","A study of and practice in oral communication, including principles of interviewing, group discussion, listening, informative briefings, and persuasive speeches."
"COMM107","Oral Communication: Principles and Practices","3","3","Reg, P-F","FSOC","9922","Neha Kamran","19","0","3","TuTh 11:00am-12:15pm","","","","","","","PLS 1115","","","","","","","","1","0","0","0","0","0","0","1","0","0","","","","","COMM107, COMM200, ENES143, INAG110, JOUR130 or THET285","","","","A study of and practice in oral communication, including principles of interviewing, group discussion, listening, informative briefings, and persuasive speeches."
"COMM107","Oral Communication: Principles and Practices","3","3","Reg, P-F","FSOC","9923","T.X. Watson","19","0","1","TuTh 12:30pm-1:45pm","","","","","","","PLS 1146","","","","","","","","1","0","0","0","0","0","0","1","0","0","","","","","COMM107, COMM200, ENES143, INAG110, JOUR130 or THET285","","","","A study of and practice in oral communication, including principles of interviewing, group discussion, listening, informative briefings, and persuasive speeches."
"COMM107","Oral Communication: Principles and Practices","3","3","Reg, P-F","FSOC","9924","T.X. Watson","19","0","0","TuTh 2:00pm-3:15pm","","","","","","","PLS 1115","","","","","","","","1","0","0","0","0","0","0","1","0","0","","","","","COMM107, COMM200, ENES143, INAG110, JOUR130 or THET285","","","","A study of and practice in oral communication, including principles of interviewing, group discussion, listening, informative briefings, and persuasive speeches."
"COMM107","Oral Communication: Principles and Practices","3","3","Reg, P-F","FSOC","9925","Emma Newton","19","0","2","TuTh 9:30am-10:45am","","","","","","","SKN 1112","","","","","","","","1","0","0","0","0","0","0","1","0","0","","","","","COMM107, COMM200, ENES143, INAG110, JOUR130 or THET285","","","","A study of and practice in oral communication, including principles of interviewing, group discussion, listening, informative briefings, and persuasive speeches."
"COMM107","Oral Communication: Principles and Practices","3","3","Reg, P-F","FSOC","9927","Kimberli Munoz","19","0","0","TuTh 3:30pm-4:45pm","","","","","","","LEF 1222","","","","","","","","1","0","0","0","0","0","0","1","0","0","","","","","COMM107, COMM200, ENES143, INAG110, JOUR130 or THET285","","","","A study of and practice in oral communication, including principles of interviewing, group discussion, listening, informative briefings, and persuasive speeches."
"COMM107","Oral Communication: Principles and Practices","3","3","Reg, P-F","FSOC","9928","Tameka Shelford","19","0","0","TuTh 12:30pm-1:45pm","","","","","","","ATL 2416","","","","","","","","1","0","0","0","0","0","0","1","0","0","","","","","COMM107, COMM200, ENES143, INAG110, JOUR130 or THET285","","","","A study of and practice in oral communication, including principles of interviewing, group discussion, listening, informative briefings, and persuasive speeches."
"COMM107","Oral Communication: Principles and Practices","3","3","Reg, P-F","FSOC","9929","Paula Nadler","19","0","1","TuTh 5:00pm-6:15pm","","","","","","","KEY 0102","","","","","","","","1","0","0","0","0","0","0","1","0","0","","","","","COMM107, COMM200, ENES143, INAG110, JOUR130 or THET285","","","","A study of and practice in oral communication, including principles of interviewing, group discussion, listening, informative briefings, and persuasive speeches."
"COMM107","Oral Communication: Principles and Practices","3","3","Reg, P-F","FSOC","FC01","Jeremy Grossman","18","0","12","MW 3:00pm-4:15pm","","","","","","","PLS 1172","","","","","","","","1","0","0","0","0","0","0","1","0","0","Restricted to students in Freshmen Connection.","","","","COMM107, COMM200, ENES143, INAG110, JOUR130 or THET285","","","","A study of and practice in oral communication, including principles of interviewing, group discussion, listening, informative briefings, and persuasive speeches."
"COMM107","Oral Communication: Principles and Practices","3","3","Reg, P-F","FSOC","FC02","Julie Gowin","18","0","16","TuTh 4:30pm-5:45pm","","","","","","","PLS 1176","","","","","","","","1","0","0","0","0","0","0","1","0","0","Restricted to students in Freshmen Connection.","","","","COMM107, COMM200, ENES143, INAG110, JOUR130 or THET285","","","","A study of and practice in oral communication, including principles of interviewing, group discussion, listening, informative briefings, and persuasive speeches."
"COMM107","Oral Communication: Principles and Practices","3","3","Reg, P-F","FSOC","FC03","L Gordon","18","0","15","TuTh 6:00pm-7:15pm","","","","","","","PLS 1176","","","","","","","","1","0","0","0","0","0","0","1","0","0","Restricted to students in Freshmen Connection.","","","","COMM107, COMM200, ENES143, INAG110, JOUR130 or THET285","","","","A study of and practice in oral communication, including principles of interviewing, group discussion, listening, informative briefings, and persuasive speeches."
"COMM107","Oral Communication: Principles and Practices","3","3","Reg, P-F","FSOC","FC04","Jeremy Grossman","18","0","7","MW 4:30pm-5:45pm","","","","","","","PLS 1111","","","","","","","","1","0","0","0","0","0","0","1","0","0","Restricted to students in Freshmen Connection.","","","","COMM107, COMM200, ENES143, INAG110, JOUR130 or THET285","","","","A study of and practice in oral communication, including principles of interviewing, group discussion, listening, informative briefings, and persuasive speeches."
"COMM107","Oral Communication: Principles and Practices","3","3","Reg, P-F","FSOC","FC05","Umisha Kc","18","0","10","MW 6:00pm-7:15pm","","","","","","","PLS 1115","","","","","","","","1","0","0","0","0","0","0","1","0","0","Restricted to students in Freshmen Connection.","","","","COMM107, COMM200, ENES143, INAG110, JOUR130 or THET285","","","","A study of and practice in oral communication, including principles of interviewing, group discussion, listening, informative briefings, and persuasive speeches."
"COMM107","Oral Communication: Principles and Practices","3","3","Reg, P-F","FSOC","FC06","L Gordon","18","0","17","TuTh 7:30pm-8:45pm","","","","","","","PLS 1176","","","","","","","","1","0","0","0","0","0","0","1","0","0","Restricted to students in Freshmen Connection.","","","","COMM107, COMM200, ENES143, INAG110, JOUR130 or THET285","","","","A study of and practice in oral communication, including principles of interviewing, group discussion, listening, informative briefings, and persuasive speeches."
"COMM107","Oral Communication: Principles and Practices","3","3","Reg, P-F","FSOC","FC07","Daviana Fraser","18","0","11","TuTh 4:30pm-5:45pm","","","","","","","PLS 1117","","","","","","","","1","0","0","0","0","0","0","1","0","0","Restricted to students in Freshmen Connection.","","","","COMM107, COMM200, ENES143, INAG110, JOUR130 or THET285","","","","A study of and practice in oral communication, including principles of interviewing, group discussion, listening, informative briefings, and persuasive speeches."
"COMM107B","Oral Communication: Principles and Practices","3","3","Reg, P-F","FSOC","0201","Christine Schaaf","19","0","1","TuTh 11:00am-12:15pm","","","","","","","ASY 3217","","","","","","","","1","0","0","0","0","0","0","1","0","0","Restricted to students in the Smith Business Leadership Fellows program","","","","COMM107, COMM200, ENES143, INAG110, JOUR130 or THET285","","","","A study of and practice in oral communication, including principles of interviewing, group discussion, listening, informative briefings, and persuasive speeches.Restricted to students in the Smith Business Leadership Fellows program."
"COMM107C","Oral Communication: Principles and Practices","3","3","Reg, P-F","FSOC","0101","Cassondra Pope","19","0","3","TuTh 8:00am-9:15am","","","","","","","SKN 1112","","","","","","","","1","0","0","0","0","0","0","1","0","0","","","","","COMM107, COMM200, ENES143, INAG110, JOUR130 or THET285","","","","A study of and practice in oral communication, including principles of interviewing, group discussion, listening, informative briefings, and persuasive speeches.This class is designed for current or prospective STEM students."
"COMM130","Professional Communication and Writing","1","1","Reg","","0101","Skye de Saint Felix","50","0","5","F 11:00am-11:50am","","","","","","","ONLINE","","","","","","","","1","0","0","0","0","0","0","0","0","1","","","","Must be in the Communication major","","","","","Designed to enhance the clarity and grace of students' writing. Students will acquire knowledge of writing based on principles of style and grammar as well as argument and organizational structure across a diversity of professional writing contexts. Students will also engage in peer review of one another's writing."
"COMM130","Professional Communication and Writing","1","1","Reg","","0201","Skye de Saint Felix","50","0","2","F 12:00pm-12:50pm","","","","","","","ONLINE","","","","","","","","1","0","0","0","0","0","0","0","0","1","","","","Must be in the Communication major","","","","","Designed to enhance the clarity and grace of students' writing. Students will acquire knowledge of writing based on principles of style and grammar as well as argument and organizational structure across a diversity of professional writing contexts. Students will also engage in peer review of one another's writing."
"COMM130","Professional Communication and Writing","1","1","Reg","","0301","Skye de Saint Felix","50","26","0","F 1:00pm-1:50pm","","","","","","","ONLINE","","","","","","","","1","0","0","0","0","0","0","0","0","1","","","","Must be in the Communication major","","","","","Designed to enhance the clarity and grace of students' writing. Students will acquire knowledge of writing based on principles of style and grammar as well as argument and organizational structure across a diversity of professional writing contexts. Students will also engage in peer review of one another's writing."
"COMM200","Critical Thinking and Speaking","3","3","Reg, P-F, Aud","FSOC","0101","Allison Doherty","19","0","1","TuTh 12:30pm-1:45pm","","","","","","","PLS 1113","","","","","","","","1","0","0","0","0","0","0","1","0","0","","","","","COMM107, COMM200, ENES143, INAG110, JOUR130, OR THET285","","","","Theory and practice of persuasive discourse analysis and composition. Research techniques, logical and rhetorical conceptions of argument, and technical principles for persuading in public venues.Attendance on the first day of classes is mandatory."
"COMM200","Critical Thinking and Speaking","3","3","Reg, P-F, Aud","FSOC","0201","Kimberli Munoz","19","0","1","TuTh 8:00am-9:15am","","","","","","","JMZ 2125","","","","","","","","1","0","0","0","0","0","0","1","0","0","","","","","COMM107, COMM200, ENES143, INAG110, JOUR130, OR THET285","","","","Theory and practice of persuasive discourse analysis and composition. Research techniques, logical and rhetorical conceptions of argument, and technical principles for persuading in public venues.Attendance on the first day of classes is mandatory."
"COMM200","Critical Thinking and Speaking","3","3","Reg, P-F, Aud","FSOC","0301","Kimberli Munoz","19","0","2","TuTh 9:30am-10:45am","","","","","","","JMZ 2125","","","","","","","","1","0","0","0","0","0","0","1","0","0","","","","","COMM107, COMM200, ENES143, INAG110, JOUR130, OR THET285","","","","Theory and practice of persuasive discourse analysis and composition. Research techniques, logical and rhetorical conceptions of argument, and technical principles for persuading in public venues.Attendance on the first day of classes is mandatory."
"COMM200","Critical Thinking and Speaking","3","3","Reg, P-F, Aud","FSOC","0401","Allison Doherty","19","0","2","TuTh 2:00pm-3:15pm","","","","","","","PLS 1113","","","","","","","","1","0","0","0","0","0","0","1","0","0","","","","","COMM107, COMM200, ENES143, INAG110, JOUR130, OR THET285","","","","Theory and practice of persuasive discourse analysis and composition. Research techniques, logical and rhetorical conceptions of argument, and technical principles for persuading in public venues.Attendance on the first day of classes is mandatory."
"COMM200","Critical Thinking and Speaking","3","3","Reg, P-F, Aud","FSOC","0501","Allison Doherty","19","0","1","TuTh 3:30pm-4:45pm","","","","","","","KEY 0117","","","","","","","","1","0","0","0","0","0","0","1","0","0","","","","","COMM107, COMM200, ENES143, INAG110, JOUR130, OR THET285","","","","Theory and practice of persuasive discourse analysis and composition. Research techniques, logical and rhetorical conceptions of argument, and technical principles for persuading in public venues.Attendance on the first day of classes is mandatory."
"COMM200","Critical Thinking and Speaking","3","3","Reg, P-F, Aud","FSOC","0601","Rachel Bailey","19","0","0","TuTh 5:00pm-6:15pm","","","","","","","KEY 0117","","","","","","","","1","0","0","0","0","0","0","1","0","0","","","","","COMM107, COMM200, ENES143, INAG110, JOUR130, OR THET285","","","","Theory and practice of persuasive discourse analysis and composition. Research techniques, logical and rhetorical conceptions of argument, and technical principles for persuading in public venues.Attendance on the first day of classes is mandatory."
"COMM201","Introduction to Public Relations","3","3","Reg, P-F, Aud","","0101","Ganga Dhanesh","75","0","0","MW 2:00pm-3:15pm","","","","","","","PLS 1140","","","","","","","","1","0","0","0","0","0","0","1","0","0","","Must have completed or be concurrently enrolled in COMM130","","Must be in the Communication major","","","","","Basic concepts and principles of public relations. Roles in organizations and society; history; skills and practices of public relations; theories and models of effective and ethical public relations."
"COMM201","Introduction to Public Relations","3","3","Reg, P-F, Aud","","0201","Yan Qu","30","8","0","TuTh 9:30am-10:45am","","","","","","","KEY 0102","","","","","","","","1","0","0","0","0","0","0","1","0","0","","Must have completed or be concurrently enrolled in COMM130","","Must be in the Communication major","","","","","Basic concepts and principles of public relations. Roles in organizations and society; history; skills and practices of public relations; theories and models of effective and ethical public relations."
"COMM230","Argumentation and Debate","3","3","Reg, P-F, Aud","","0101","Allison Doherty","24","7","0","TuTh 8:00am-9:15am","","","","","","","MMH 0108","","","","","","","","1","0","0","0","0","0","0","1","0","0","","","","","","","","","A study of the fundamental principles of reasoning, analysis, and evidence preparation of debate briefs and presentation of standard academic debate.Attendance on the first day of class is mandatory."
"COMM230","Argumentation and Debate","3","3","Reg, P-F, Aud","","0201","Allison Doherty","24","0","1","TuTh 9:30am-10:45am","","","","","","","MMH 0108","","","","","","","","1","0","0","0","0","0","0","1","0","0","","","","","","","","","A study of the fundamental principles of reasoning, analysis, and evidence preparation of debate briefs and presentation of standard academic debate.Attendance on the first day of class is mandatory."
"COMM250","Introduction to Communication Inquiry","3","3","Reg, P-F, Aud","","0101","Becca Beets","25","0","1","MW 11:00am-11:50am","","","F 10:00am-10:50am","","","","ESJ 2204","","","KEY 0102","","","","","1","0","0","1","0","0","0","1","0","0","","","","","","","","","An introduction to the field of communication. Definitions, models, and contexts of communication; rhetorical theory and rhetorical criticism of discourse."
"COMM250","Introduction to Communication Inquiry","3","3","Reg, P-F, Aud","","0102","Becca Beets","25","0","1","MW 11:00am-11:50am","","","F 11:00am-11:50am","","","","ESJ 2204","","","KEY 0102","","","","","1","0","0","1","0","0","0","1","0","0","","","","","","","","","An introduction to the field of communication. Definitions, models, and contexts of communication; rhetorical theory and rhetorical criticism of discourse."
"COMM250","Introduction to Communication Inquiry","3","3","Reg, P-F, Aud","","0103","Becca Beets","25","0","0","MW 11:00am-11:50am","","","F 10:00am-10:50am","","","","ESJ 2204","","","TLF 0103","","","","","1","0","0","1","0","0","0","1","0","0","","","","","","","","","An introduction to the field of communication. Definitions, models, and contexts of communication; rhetorical theory and rhetorical criticism of discourse."
"COMM250","Introduction to Communication Inquiry","3","3","Reg, P-F, Aud","","0104","Becca Beets","25","0","1","MW 11:00am-11:50am","","","F 11:00am-11:50am","","","","ESJ 2204","","","TLF 0103","","","","","1","0","0","1","0","0","0","1","0","0","","","","","","","","","An introduction to the field of communication. Definitions, models, and contexts of communication; rhetorical theory and rhetorical criticism of discourse."
"COMM288","Communication Internship","1","6","Reg, P-F, Aud","","0101","Julie Gowin","20","16","0","Contact department or instructor for details.","","","","","","","","","","","","","","Contact department or instructor for details.","1","0","0","0","0","0","0","1","0","0","","","","","","","","",""
"COMM288","Communication Internship","1","6","Reg, P-F, Aud","","0601","Leah Waks","20","20","0","Contact department or instructor for details.","","","","","","","","","","","","","","Contact department or instructor for details.","1","0","0","0","0","0","0","1","0","0","","","","","","","","",""
"COMM301","Rhetorical Theories","3","3","Reg, P-F, Aud","","0101","Andrew Boge","50","12","0","TuTh 9:30am-10:45am","","","","","","","VMH 1207","","","","","","","","1","0","0","0","0","0","0","1","0","0","","COMM130, COMM250; and one course from STAT100, BMGT230, EDMS451, CCJS200, PSYC200, QMMS251, QMMS451 or SOCY201; and one course from COMM107, COMM200, or COMM230; and must have completed or be concurrently enrolled in COMM304","","Must be in the Communication major","COMM301 or COMM401","COMM401","","","Explores the idea of rhetoric, from antiquity to digitality. Rhetoric, as an art of moving bodies, is central to democratic self-governance: only through persuading each other can we develop a shared vision of a just and desirable future. This course tracks the genesis of rhetorical theory in the ancient world, 20th-century struggles against fascist rhetoric, and contemporary extensions of rhetoric in digital media ecologies."
"COMM302","Communication Science Theories","3","3","Reg, P-F, Aud","","0101","Kang Namkoong","50","30","0","MW 3:30pm-4:45pm","","","","","","","SPH 1303","","","","","","","","1","0","0","0","0","0","0","1","0","0","","COMM130, COMM250; and one of STAT100, BMGT230, EDMS451, CCJS200, PSYC200, QMMS251, QMSS451 or SOCY201; and one of COMM107, COMM200, or COMM230; and must have completed or be concurrently enrolled in COMM304","","Must be in the Communication major","COMM302 or COMM402","COMM402","","","This class introduces students to the principles of theory construction and offers a critical overview of how communication theories can be applied to solving problems in diverse social contexts, including interpersonal, intercultural, organizational, health, and/or political issues. The ultimate goal of this course is to put students in an intellectual position to understand theories more logically and critically and use them appropriately and effectively in conducting academic research and addressing social issues."
"COMM303","Media Theory","3","3","Reg, P-F, Aud","","0201","Briana Barner","70","26","0","TuTh 2:00pm-3:15pm","","","","","","","TWS 1100","","","","","","","","1","0","0","0","0","0","0","1","0","0","","COMM130 and COMM250; and one of STAT100, BMGT230, EDMS451, CCJS200, PSYC200, QMMS251, QMMS451, or SOCY201; and one of COMM107, COMM200, or COMM230; and must have completed or be concurrently enrolled in COMM304","","Must be in the Communication major","","","","","Provides students with an introduction to media theory from multiple perspectives. We will begin by understanding how the history of mediated communication has been connected to ideology and lived experiences. Through readings, discussions, and activities, you will understand how technical, historical, economic social, and political forces have helped shape media content and the media themselves. You should also become familiar with the debate over how much influence the media have over their audiences, and what types of influences are present. The course will introduce issues relevant to consideration of media and historically underrepresented and marginalized groups, as well as individual and societal functions of the media.Restricted to Communication majors"
"COMM303","Media Theory","3","3","Reg, P-F, Aud","","ESG1","Christian Dotson-Pierson","30","9","0","TuTh 10:00am-11:15am","","","","","","","BLD3 3226","","","","","","","","1","0","0","0","0","0","0","1","0","0","Restricted to students in the Communication Program at USG.","COMM130 and COMM250; and one of STAT100, BMGT230, EDMS451, CCJS200, PSYC200, QMMS251, QMMS451, or SOCY201; and one of COMM107, COMM200, or COMM230; and must have completed or be concurrently enrolled in COMM304","","Must be in the Communication major","","","","","Provides students with an introduction to media theory from multiple perspectives. We will begin by understanding how the history of mediated communication has been connected to ideology and lived experiences. Through readings, discussions, and activities, you will understand how technical, historical, economic social, and political forces have helped shape media content and the media themselves. You should also become familiar with the debate over how much influence the media have over their audiences, and what types of influences are present. The course will introduce issues relevant to consideration of media and historically underrepresented and marginalized groups, as well as individual and societal functions of the media.Restricted to Communication majors"
"COMM304","Communication Research Literacy","3","3","Reg, P-F, Aud","","0101","Carina Zelaya","120","20","0","TuTh 2:00pm-3:15pm","","","","","","","MMH 1400","","","","","","","","1","0","0","0","0","0","0","1","0","0","","Must have completed the Communication gateway requirements (COMM250; and one of STAT100, BMGT230, EDMS451, CCJS200, PSYC200, QMMS251, QMMS451, or SOCY201; and one of COMM107, COMM200 or COMM230).   Must have completed or be concurrently enrolled in COMM130","","Must be in the Communication program","","","","","Explores the different research traditions in the Communication discipline. This ""literacy"" course will develop students' ability to locate and fully comprehend Communication research and to understand how that research is conducted, reported, analyzed, and critiqued in Communication literature."
"COMM304","Communication Research Literacy","3","3","Reg, P-F, Aud","","ESG1","Jonathan Leach","30","0","0","MW 11:00am-12:15pm","","","","","","","BLD3 2219","","","","","","","","1","0","0","0","0","0","0","1","0","0","Restricted to students in the Communication Program at USG.","Must have completed the Communication gateway requirements (COMM250; and one of STAT100, BMGT230, EDMS451, CCJS200, PSYC200, QMMS251, QMMS451, or SOCY201; and one of COMM107, COMM200 or COMM230).   Must have completed or be concurrently enrolled in COMM130","","Must be in the Communication program","","","","","Explores the different research traditions in the Communication discipline. This ""literacy"" course will develop students' ability to locate and fully comprehend Communication research and to understand how that research is conducted, reported, analyzed, and critiqued in Communication literature."
"COMM305","Qualitative Communication Research Methods","3","3","Reg, P-F, Aud","","0101","Sahar Khamis","30","9","0","MW 3:30pm-4:45pm","","","","","","","KEY 0101","","","","","","","","1","0","0","0","0","0","0","1","0","0","","COMM130 and COMM304","","Must be in the Communication major","","","","","Introduces undergraduate students to the methods used in qualitative communication research. Topics covered in class include ethics, field research, reflexivity, data collection, and data analysis. Over the course of the semester, students will develop a research prospectus, engage in field research (interviews and observations), analyze qualitative data, and write/present their research."
"COMM306","Rhetorical Methods in Communication","3","3","Reg, P-F, Aud","","0101","Carly Woods","30","0","8","MW 2:00pm-3:15pm","","","","","","","JMP 2202","","","","","","","","1","0","0","0","0","0","0","1","0","0","","COMM130 and COMM304","","Must be in the Communication major","","","","","Equips students with skills for conducting research using rhetorical-critical methods.  Such methods are crucial for scholars studying all kinds of public rhetoric: speeches, popular culture, photojournalism, digital media, public monuments, laws, and more.  They are also instrumental for citizens engaging with elected officials, other citizens, and democratic institutions, as well as professionals who seek to create and understand persuasive discourse.  This course will equip you with critical interpretive skills important to your work as a scholar, citizen, and professional."
"COMM307","Quantitative Methods in Communication","3","3","Reg, P-F, Aud","","0201","Sun Young Lee","30","2","0","TuTh 12:30pm-1:45pm","","","","","","","PLS 1119","","","","","","","","1","0","0","0","0","0","0","1","0","0","","COMM130 and COMM304","","Must be in the Communication major","COMM400 or COMM307","COMM400","","","Designed to introduce students to the basics of quantitative communication research methods. As such, it covers the basic principles of scientific inquiry, the process for generating research questions and hypotheses, the concept of variables, sampling methods, research designs, basics of data analyses, as well as ethics in scientific research. This course prepares students to become informed consumers of quantitative communication research."
"COMM311","Peer Consulting in Oral Communication","3","3","Reg, P-F, Aud","","0101","Raphael Mazzone","20","0","0","MW 12:00pm-12:50pm","","","","","Contact department or instructor for details.","","SKN 2127","","","","","","","Contact department or instructor for details.","1","0","0","0","0","1","0","1","0","0","","","","Permission of Communication department","COMM398C or COMM311","COMM398C","","","Provides training in the principles and practice of peer consulting in the context of the Oral Communication Center in the Department of Communication. Students will apply and integrate the knowledge and skills acquired in their fundamental studies oral communications course with new training to help their peers become outstanding listeners and speakers. Students will also engage in a group research project designed to extend knowledge in peer consulting best practices."
"COMM312","Peer Mentoring in Oral Communication","3","3","Reg, P-F","","0101","Raphael Mazzone","12","3","0","MW 12:00pm-12:50pm","","","","","Contact department or instructor for details.","","SKN 1112","","","","","","","Contact department or instructor for details.","1","0","0","0","0","1","0","1","0","0","","COMM311","","Permission of Department of Communication","COMM398U or COMM312","COMM398U","","","Provides training in the principles and practices of peer mentoring in the context of the Oral Communication Center in the Department of Communication. As peer mentors, students will apply and integrate the knowledge and skills acquired in COMM311 to help train and develop new peer consultants. Specifically, peer mentors will utilize communicative best practices, focusing on: the establishment of shared goals; performance reviews; project management and evaluation; and negotiating the mentor/mentee relationship."
"COMM320","Strategic Communication","3","3","Reg, P-F, Aud","","0101","Yan Qu","30","4","0","TuTh 12:30pm-1:45pm","","","","","","","PLS 1158","","","","","","","","1","0","0","0","0","0","0","1","0","0","","","","","COMM320 or COMM498J","COMM498J","","","Presents a system of strategies that underlie communication. It is a practice-based framework with definitions, conditions, risks, and rewards that inform the moves and motives of influence professionals. Using case studies, interactive discussions, industry insights, and practical exercises, students will develop the critical thinking, analytical, and ethical decision-making skills necessary to succeed in today's complex communication landscape."
"COMM320","Strategic Communication","3","3","Reg, P-F, Aud","","ESG1","Jonathan Leach","30","4","0","MW 12:30pm-1:45pm","","","","","","","BLD3 2219","","","","","","","","1","0","0","0","0","0","0","1","0","0","Restricted to students in the Communication Program at USG.","","","","COMM320 or COMM498J","COMM498J","","","Presents a system of strategies that underlie communication. It is a practice-based framework with definitions, conditions, risks, and rewards that inform the moves and motives of influence professionals. Using case studies, interactive discussions, industry insights, and practical exercises, students will develop the critical thinking, analytical, and ethical decision-making skills necessary to succeed in today's complex communication landscape."
"COMM324","Communication and Gender","3","3","Reg, P-F, Aud","DSHU,DVUP","0101","Katie O'Malley","25","0","18","MW 3:30pm-4:45pm","","","","","","","KEY 0103","","","","","","","","1","0","0","0","0","0","0","1","0","0","","","","","","","","","Explores how communication shapes constructions of gender, sex, sexuality and other identity markers. Topics include issues of oppression, identity, and power and social, political, and economic situations and examines how these issues impact our daily lives."
"COMM324","Communication and Gender","3","3","Reg, P-F, Aud","DSHU,DVUP","0201","Felicity Dogbatse","25","0","8","MW 5:00pm-6:15pm","","","","","","","KEY 0103","","","","","","","","1","0","0","0","0","0","0","1","0","0","","","","","","","","","Explores how communication shapes constructions of gender, sex, sexuality and other identity markers. Topics include issues of oppression, identity, and power and social, political, and economic situations and examines how these issues impact our daily lives."
"COMM324","Communication and Gender","3","3","Reg, P-F, Aud","DSHU,DVUP","0301","Kate Smitherman","25","0","11","TuTh 8:00am-9:15am","","","","","","","SKN 1115","","","","","","","","1","0","0","0","0","0","0","1","0","0","","","","","","","","","Explores how communication shapes constructions of gender, sex, sexuality and other identity markers. Topics include issues of oppression, identity, and power and social, political, and economic situations and examines how these issues impact our daily lives."
"COMM324","Communication and Gender","3","3","Reg, P-F, Aud","DSHU,DVUP","0401","Kate Smitherman","25","0","18","TuTh 9:30am-10:45am","","","","","","","SKN 1115","","","","","","","","1","0","0","0","0","0","0","1","0","0","","","","","","","","","Explores how communication shapes constructions of gender, sex, sexuality and other identity markers. Topics include issues of oppression, identity, and power and social, political, and economic situations and examines how these issues impact our daily lives."
